7134312127619,3.424335,2.4421194,8.423491
7134331358389,1.9524059,2.4341035,-2.5645175
7134350589159,1.3692377,2.5628731,-4.914903
7134369819929,-0.9779407,1.7210963,2.6063042
7134389050699,-1.5801185,1.4323153,-2.8977318
7134408281469,2.1602871,2.4400387,-7.4983206
7134427512239,6.2159452,3.2265315,-1.022109
7134446743009,4.5001993,2.5047526,7.924795
7134312127619,3.424335,2.4421194,8.423491
7134331358389,1.9524059,2.4341035,-2.5645175
7134350589159,1.3692377,2.5628731,-4.914903
7134369819929,-0.9779407,1.7210963,2.6063042
7134389050699,-1.5801185,1.4323153,-2.8977318
7134408281469,2.1602871,2.4400387,-7.4983206
7134427512239,6.2159452,3.2265315,-1.022109
7134446743009,4.5001993,2.5047526,7.924795
7134465973779,-1.4971544,1.5797487,4.8333178
7134485204549,-0.85762584,1.7669363,-5.510795
7134312127619,3.424335,2.4421194,8.423491
7134331358389,1.9524059,2.4341035,-2.5645175
7134350589159,1.3692377,2.5628731,-4.914903
7134369819929,-0.9779407,1.7210963,2.6063042
7134389050699,-1.5801185,1.4323153,-2.8977318
7134408281469,2.1602871,2.4400387,-7.4983206
7134427512239,6.2159452,3.2265315,-1.022109
7134446743009,4.5001993,2.5047526,7.924795
7134465973779,-1.4971544,1.5797487,4.8333178
7134485204549,-0.85762584,1.7669363,-5.510795
7134504435319,4.363299,2.7673209,-5.342737
7134523666089,6.0320835,2.7463555,4.6606407
7134542896859,0.9183252,1.7613283,8.064215
7134465973779,-1.4971544,1.5797487,4.8333178
7134485204549,-0.85762584,1.7669363,-5.510795
7134504435319,4.363299,2.7673209,-5.342737
7134523666089,6.0320835,2.7463555,4.6606407
7134542896859,0.9183252,1.7613283,8.064215
7134562127629,-2.4998584,1.4090928,-0.6482792
7134581358399,1.4879036,2.301322,-7.6201406
7134600589169,6.1811566,2.9223473,-0.4637823
7134619819939,3.3856711,2.2403262,8.158445
7134639050709,-1.9010767,1.3423074,3.589034
7134658281479,-0.6621331,1.9314768,-6.6320047
7134677512249,5.0856724,2.9458513,-3.9912796
7134696743019,4.6274786,2.5550027,6.6016235
7134715973789,-0.84920526,1.5128782,5.75688
7134735204559,-1.6003737,1.554509,-5.27417
