3650952801941,-0.12025346,-0.42489612,-0.01990468
3650971825861,-0.10925789,-0.30761003,-0.07732599
3650990874581,0.09477102,0.11266509,-0.08343464
3651009898501,0.08866237,0.045469932,-0.06388696
3651028922405,0.01413684,-0.34426194,-0.018682951
3651047946421,-0.04084101,-0.39068767,-0.073660806
3651066968021,0.0532322,0.10777816,-0.10909098
3651085989621,0.0532322,0.12976931,-0.07121734
3651105035989,6.9780974E-4,-0.2611843,-0.02845679
3651124057557,0.00314127,-0.5153042,-0.03945236
3651143092213,0.02024549,0.02225706,-0.09687367
3651162112981,0.02391068,0.28126383,-0.08343464
3651181133781,-0.0029673805,-0.08769864,-0.030900251
3651200154549,0.06056258,-0.47132188,0.00697338
3651219200117,0.078888535,-0.20620646,-0.05044793
3651238220917,0.13020119,0.30692017,-0.06266523
3651257232757,0.055675663,0.17497331,-0.02112641
3651276277877,-0.039619282,-0.18177186,0.031407982
3651295298197,-0.11658827,-0.42611787,0.0033081903
3651314343317,-0.0066325706,0.06501761,-0.03212198
3651333363637,0.022688951,0.21651213,-0.01990468
3651352390037,-0.0445062,-0.13412438,0.01063857
3651371435413,-0.07871464,-0.4969782,0.02041241
3651390456021,-0.12269692,-0.1756632,-0.05655658
3651409476565,0.048345283,0.3093636,-0.087099835
3651428497109,-0.02373679,0.0442482,-0.065108694
3651447540309,-0.06771907,-0.37358347,-0.03212198
3651466560853,-0.11414481,-0.4847609,-0.0614435
3651485606165,0.027575871,0.124882385,-0.10298233
3651504626645,0.07644507,0.26293787,-0.08465637
3651523647125,0.022688951,-0.03149906,-0.03945236
3651542692437,6.9780974E-4,-0.4077919,-0.00280046
3651561713941,-0.0078543,-0.15489379,-0.05411312
3651580734485,0.14608368,0.22384252,-0.05044793
3651599779797,0.11187524,0.20796002,-0.0247916
3651618800341,0.026354142,-0.12312881,0.0240776
3651637820885,-0.10314924,-0.3454837,-0.01013084
3651656867413,0.08011026,-0.04249463,-0.02723506
3651675887957,0.15219234,0.14687352,-0.0125743
3651694908565,0.08011026,0.2763769,0.02041241
3651713953941,-0.0933754,-0.02294695,0.00819511
3651732974485,-0.0445062,-0.06326404,-0.02723506
3651751991957,0.055675663,-0.027833872,-0.04433928
3651771037205,0.04956701,0.2507206,-0.018682951
3651790057749,0.00924992,0.052800313,0.02652106
3651809078229,-0.03473236,-0.08647691,0.01796895
3651828123477,-0.05916696,-0.03760771,0.0020864601
3651847148181,-0.04939312,0.013704951,-0.0052439203
3651866168725,0.02024549,0.01248322,-0.0125743
3651885189333,0.07277988,0.00148765,-0.0125743
