1618545409992,163036588537654,-0.6709,3.0265,9.3036995
1618545410004,163036608547029,-0.6709,3.0265,9.3036995
1618545410022,163036628545467,-0.1916,3.1722999,9.2773
1618545410040,163036648542342,-0.1934,3.1713998,9.277599
1618545410062,163036668389217,-0.1998,3.1692,9.2782
1618545410081,163036688389217,-0.25869998,3.1531,9.2822
1618545410102,163036708389217,-0.267,3.1534,9.281899
1618545410125,163036728776717,-0.3557,3.108,9.2943
1618545410145,163036748795467,-0.4017,3.0616,9.307799
1618545410164,163036768779842,-0.5168,2.9824,9.3278
1618545410184,163036788776717,-0.5263,2.9849,9.3264
1618545410202,163036808776717,-0.5499,2.9968,9.3213
1618545410223,163036828782967,-0.5579,2.9875998,9.3237
1618545410243,163036848782967,-0.58709997,2.9659,9.328899
1618545410264,163036868782967,-0.6246,2.9586,9.3288
1618545410283,163036888784529,-0.6565,2.9587998,9.3265
1618545410303,163036908776717,-0.6958,2.9736998,9.3189
1618545410322,163036928778279,-0.6782,2.9643998,9.3232
1618545410344,163036948795467,-0.6611,2.9722998,9.321899
1618545410362,163036968778279,-0.65849996,2.9857,9.3178
1618545410384,163036988779842,-0.6836,3.0173,9.3057995
1618545410402,163037008776717,-0.70879996,3.0187,9.3034
1618545410425,163037028778279,-0.7183,3.0335,9.2979
1618545410443,163037048776717,-0.7208,3.0488,9.2927
1618545410464,163037068776717,-0.7089,3.0563998,9.2911
1618545410483,163037088776717,-0.69729996,3.0565,9.292
1618545410506,163037108776717,-0.6936,3.0469,9.2954
1618545410523,163037128776717,-0.7082,3.0279999,9.3005
1618545410544,163037148779842,-0.70989996,3.0307999,9.299399
1618545410562,163037168776717,-0.70019996,3.0368998,9.2982
1618545410584,163037188778279,-0.6899,3.0275998,9.302
1618545410603,163037208776717,-0.6839,3.017,9.3059
1618545410624,163037228782967,-0.6852,3.0251,9.3032
1618545410643,163037248776717,-0.687,3.0418,9.2976
1618545410664,163037268781404,-0.68149996,3.0453,9.2968
1618545410682,163037288778279,-0.6648,3.0318,9.3024
1618545410703,163037308776717,-0.6583,3.0189998,9.307099
1618545410723,163037328776717,-0.6781,3.0268998,9.3031
1618545410743,163037348776717,-0.70199996,3.05,9.2937
1618545410762,163037368776717,-0.7066,3.0732,9.2858
1618545410783,163037388782967,-0.70669997,3.0892,9.280399
1618545410803,163037408776717,-0.7118,3.0925,9.2789
1618545410824,163037428781404,-0.7255,3.0913,9.278299
1618545410842,163037448776717,-0.74149996,3.0913,9.276999
1618545410863,163037468782967,-0.7655,3.0884,9.276
1618545410882,163037488776717,-0.7865,3.0704,9.2803
1618545410905,163037508781404,-0.8096,3.0345,9.2901
1618545410923,163037528778279,-0.8364,3.0022,9.2982
1618545410944,163037548776717,-0.8678,2.9706,9.3055
1618545410963,163037568776717,-0.8851,2.9375,9.3143
1618545410984,163037588776717,-0.8714,2.8876998,9.3312
1618545411004,163037608776717,-0.8552,2.8487,9.3446
1618545411024,163037628782967,-0.844,2.8307,9.3512
1618545411042,163037648776717,-0.8419,2.8263,9.3527
1618545411065,163037668781404,-0.82909995,2.8163,9.3568
1618545411083,163037688776717,-0.8139,2.7972999,9.3639
1618545411104,163037708782967,-0.81589997,2.7761998,9.37
1618545411122,163037728776717,-0.84239995,2.7649999,9.3709
1618545411145,163037748781404,-0.8724,2.7587,9.37
1618545411162,163037768778279,-0.88839996,2.7503,9.370999
1618545411183,163037788776717,-0.9012,2.7352,9.3742
1618545411202,163037808776717,-0.91889995,2.7199,9.3769
1618545411223,163037828781404,-0.9411,2.7003999,9.3804
1618545411243,163037848776717,-0.94839996,2.6847,9.3841
1618545411264,163037868782967,-0.9435,2.6741,9.3876
1618545411282,163037888776717,-0.9393,2.6648998,9.390699
1618545411305,163037908781404,-0.9385,2.6566,9.3931
1618545411322,163037928776717,-0.9343,2.646,9.3965
1618545411343,163037948782967,-0.92999995,2.6286,9.4018
1618545411363,163037968776717,-0.9291,2.6131,9.406199
1618545411385,163037988776717,-0.92289996,2.6023998,9.4098
1618545411403,163038008778279,-0.90459996,2.5906,9.4148
1618545411424,163038028776717,-0.8886,2.5744,9.4208
1618545411443,163038048776717,-0.8865,2.5644,9.4237995
1618545411468,163038068781404,-0.8849,2.5561,9.4261
1618545411482,163038088776717,-0.8716,2.5479,9.4296
1618545411503,163038108782967,-0.8481,2.5388,9.434199
1618545411522,163038128776717,-0.8312,2.5281,9.4386
1618545411544,163038148781404,-0.8134,2.5235999,9.441299
1618545411563,163038168776717,-0.79209995,2.5297,9.4415
1618545411583,163038188782967,-0.76489997,2.539,9.441299
1618545411604,163038208776717,-0.74729997,2.544,9.441299
1618545411625,163038228776717,-0.7348,2.5474,9.4414
1618545411643,163038248778279,-0.7193,2.5404,9.4445
1618545411664,163038268776717,-0.6942,2.5204,9.4517
1618545411683,163038288776717,-0.66789997,2.4970999,9.4598
1618545411704,163038308778279,-0.65529996,2.4805999,9.465
1618545411723,163038328776717,-0.68,2.487,9.461599
1618545411744,163038348779842,-0.6976,2.5128999,9.4535
1618545411762,163038368776717,-0.6708,2.539,9.4484
1618545411785,163038388778279,-0.6401,2.5572,9.4456
1618545411802,163038408776717,-0.65889996,2.5733,9.44
1618545411823,163038428779842,-0.7072,2.5944,9.430699
1618545411842,163038448776717,-0.7308,2.6148,9.4233
1618545411865,163038468776717,-0.73319995,2.6313,9.4185
1618545411883,163038488776717,-0.73899996,2.6348999,9.417
1618545411904,163038508776717,-0.7643,2.6262,9.417399
1618545411922,163038528776717,-0.7815,2.6193,9.4179
1618545411944,163038548778279,-0.7716,2.6211,9.4183
1618545411963,163038568776717,-0.7412,2.6450999,9.414
1618545411984,163038588779842,-0.7323,2.665,9.4091
1618545412003,163038608776717,-0.7507,2.664,9.4079
1618545412028,163038628779842,-0.7488,2.6504998,9.4119
1618545412043,163038648776717,-0.7197,2.6217,9.4222
1618545412070,163038668779842,-0.6965,2.5872998,9.433499
1618545412085,163038688776717,-0.7086,2.5736,9.436299
1618545412105,163038708776717,-0.7048,2.5635998,9.4393
1618545412126,163038728778279,-0.6878,2.5558999,9.442599
1618545412144,163038748776717,-0.6846,2.5628998,9.441
1618545412162,163038768776717,-0.69269997,2.5793,9.4359
1618545412184,163038788778279,-0.7028,2.5928,9.4314995
1618545412202,163038808776717,-0.70339996,2.5941,9.4311
1618545412222,163038828779842,-0.7069,2.5976,9.4298
1618545412243,163038848776717,-0.7125,2.6092,9.4262
1618545412264,163038868778279,-0.7086,2.6176999,9.4241
bias:6163 delay:100
